Ronda,Fecha,Local,Resultado,Visitante,Anio
Round 3,15/09/1996,Atlético de Madrid,0—2,Deportivo de La Coruña,1996-1997
Round 3,15/09/1996,Compostela,1—2,Logroñés,1996-1997
Round 3,15/09/1996,Espanyol,1—0,Valladolid,1996-1997
Round 3,15/09/1996,Hércules,0—2,Celta de Vigo,1996-1997
Round 3,15/09/1996,Racing de Santander,1—1,Barcelona,1996-1997
Round 3,15/09/1996,Real Sociedad,1—1,Sporting de Gijón,1996-1997
Round 3,15/09/1996,Rayo Vallecano,3—0,Extremadura,1996-1997
Round 3,15/09/1996,Oviedo,2—0,Athletic Club,1996-1997
Round 3,15/09/1996,Tenerife,0—2,Sevilla,1996-1997
Round 3,16/09/1996,Betis,1—1,Real Madrid,1996-1997
Round 4,21/09/1996,Athletic Club,2—2,Espanyol,1996-1997
Round 4,21/09/1996,Logroñés,0—3,Atlético de Madrid,1996-1997
Round 4,21/09/1996,Valencia,2—1,Tenerife,1996-1997
Round 4,21/09/1996,Valladolid,3—0,Racing de Santander,1996-1997
Round 4,22/09/1996,Barcelona,3—2,Real Sociedad,1996-1997
Round 4,22/09/1996,Celta de Vigo,0—2,Betis,1996-1997
Round 4,22/09/1996,Deportivo de La Coruña,4—0,Hércules,1996-1997
Round 4,22/09/1996,Extremadura,0—2,Oviedo,1996-1997
Round 4,22/09/1996,Sporting de Gijón,2—0,Zaragoza,1996-1997
Round 4,22/09/1996,Real Madrid,1—0,Rayo Vallecano,1996-1997
Round 4,23/09/1996,Sevilla,0—1,Compostela,1996-1997
Round 5,28/09/1996,Betis,1—2,Deportivo de La Coruña,1996-1997
Round 5,28/09/1996,Espanyol,5—1,Extremadura,1996-1997
Round 5,28/09/1996,Racing de Santander,1—2,Athletic Club,1996-1997
Round 5,28/09/1996,Real Sociedad,0—0,Valladolid,1996-1997
Round 5,29/09/1996,Compostela,0—3,Valencia,1996-1997
Round 5,29/09/1996,Logroñés,2—0,Sevilla,1996-1997
Round 5,29/09/1996,Rayo Vallecano,3—0,Celta de Vigo,1996-1997
Round 5,29/09/1996,Oviedo,2—3,Real Madrid,1996-1997
Round 5,29/09/1996,Tenerife,6—0,Sporting de Gijón,1996-1997
Round 5,29/09/1996,Zaragoza,3—5,Barcelona,1996-1997
Round 5,30/09/1996,Atlético de Madrid,3—0,Hércules,1996-1997
Round 6,1/10/1996,Real Madrid,2—0,Espanyol,1996-1997
Round 6,2/10/1996,Athletic Club,1—3,Real Sociedad,1996-1997
Round 6,2/10/1996,Barcelona,1—1,Tenerife,1996-1997
Round 6,2/10/1996,Celta de Vigo,3—1,Oviedo,1996-1997
Round 6,2/10/1996,Deportivo de La Coruña,1—1,Rayo Vallecano,1996-1997
Round 6,2/10/1996,Extremadura,1—2,Racing de Santander,1996-1997
Round 6,2/10/1996,Sporting de Gijón,1—1,Compostela,1996-1997
Round 6,2/10/1996,Hércules,0—1,Betis,1996-1997
Round 6,2/10/1996,Valencia,0—1,Logroñés,1996-1997
Round 6,2/10/1996,Valladolid,1—1,Zaragoza,1996-1997
Round 6,3/10/1996,Sevilla,0—0,Atlético de Madrid,1996-1997
Round 7,12/10/1996,Atlético de Madrid,2—2,Betis,1996-1997
Round 7,12/10/1996,Compostela,1—5,Barcelona,1996-1997
Round 7,12/10/1996,Espanyol,0—0,Celta de Vigo,1996-1997
Round 7,12/10/1996,Sevilla,0—2,Valencia,1996-1997
Round 7,12/10/1996,Tenerife,1—3,Valladolid,1996-1997
Round 7,12/10/1996,Zaragoza,1—1,Athletic Club,1996-1997
Round 7,13/10/1996,Logroñés,0—2,Sporting de Gijón,1996-1997
Round 7,13/10/1996,Racing de Santander,2—2,Real Madrid,1996-1997
Round 7,13/10/1996,Real Sociedad,3—0,Extremadura,1996-1997
Round 7,13/10/1996,Rayo Vallecano,2—1,Hércules,1996-1997
Round 7,13/10/1996,Oviedo,0—1,Deportivo de La Coruña,1996-1997
Round 8,19/10/1996,Athletic Club,2—0,Tenerife,1996-1997
Round 8,19/10/1996,Deportivo de La Coruña,2—0,Espanyol,1996-1997
Round 8,19/10/1996,Extremadura,2—1,Zaragoza,1996-1997
Round 8,19/10/1996,Hércules,1—1,Oviedo,1996-1997
Round 8,19/10/1996,Real Madrid,6—1,Real Sociedad,1996-1997
Round 8,19/10/1996,Valladolid,3—1,Compostela,1996-1997
Round 8,20/10/1996,Barcelona,8—0,Logroñés,1996-1997
Round 8,20/10/1996,Betis,3—0,Rayo Vallecano,1996-1997
Round 8,20/10/1996,Celta de Vigo,1—1,Racing de Santander,1996-1997
Round 8,20/10/1996,Valencia,3—1,Atlético de Madrid,1996-1997
Round 8,21/10/1996,Sporting de Gijón,1—1,Sevilla,1996-1997
Round 9,22/10/1996,Zaragoza,1—2,Real Madrid,1996-1997
Round 9,23/10/1996,Atlético de Madrid,1—3,Rayo Vallecano,1996-1997
Round 9,23/10/1996,Compostela,1—1,Athletic Club,1996-1997
Round 9,23/10/1996,Espanyol,2—1,Hércules,1996-1997
Round 9,23/10/1996,Logroñés,0—1,Valladolid,1996-1997
Round 9,23/10/1996,Racing de Santander,1—1,Deportivo de La Coruña,1996-1997
Round 9,23/10/1996,Real Sociedad,1—2,Celta de Vigo,1996-1997
Round 9,23/10/1996,Oviedo,1—1,Betis,1996-1997
Round 9,23/10/1996,Sevilla,0—1,Barcelona,1996-1997
Round 9,23/10/1996,Tenerife,2—1,Extremadura,1996-1997
Round 9,23/10/1996,Valencia,2—1,Sporting de Gijón,1996-1997
Round 10,26/10/1996,Barcelona,3—2,Valencia,1996-1997
Round 10,26/10/1996,Betis,1—2,Espanyol,1996-1997
Round 10,26/10/1996,Sporting de Gijón,0—1,Atlético de Madrid,1996-1997
Round 10,26/10/1996,Real Madrid,0—0,Tenerife,1996-1997
Round 10,27/10/1996,Athletic Club,6—0,Logroñés,1996-1997
Round 10,27/10/1996,Celta de Vigo,0—0,Zaragoza,1996-1997
Round 10,27/10/1996,Deportivo de La Coruña,1—0,Real Sociedad,1996-1997
Round 10,27/10/1996,Extremadura,1—1,Compostela,1996-1997
Round 10,27/10/1996,Hércules,0—1,Racing de Santander,1996-1997
Round 10,27/10/1996,Rayo Vallecano,2—2,Oviedo,1996-1997
Round 10,28/10/1996,Valladolid,0—1,Sevilla,1996-1997
Round 11,2/11/1996,Racing de Santander,1—1,Betis,1996-1997
Round 11,3/11/1996,Atlético de Madrid,3—0,Oviedo,1996-1997
Round 11,3/11/1996,Compostela,1—2,Real Madrid,1996-1997
Round 11,3/11/1996,Espanyol,0—0,Rayo Vallecano,1996-1997
Round 11,3/11/1996,Logroñés,0—0,Extremadura,1996-1997
Round 11,3/11/1996,Real Sociedad,2—1,Hércules,1996-1997
Round 11,3/11/1996,Sevilla,4—2,Athletic Club,1996-1997
Round 11,3/11/1996,Tenerife,0—0,Celta de Vigo,1996-1997
Round 11,3/11/1996,Valencia,2—4,Valladolid,1996-1997
Round 11,3/11/1996,Zaragoza,1—2,Deportivo de La Coruña,1996-1997
Round 11,4/11/1996,Sporting de Gijón,0—0,Barcelona,1996-1997
Round 12,9/11/1996,Barcelona,3—3,Atlético de Madrid,1996-1997
Round 12,10/11/1996,Athletic Club,2—0,Valencia,1996-1997
Round 12,10/11/1996,Betis,2—1,Real Sociedad,1996-1997
Round 12,10/11/1996,Celta de Vigo,1—2,Compostela,1996-1997
Round 12,10/11/1996,Deportivo de La Coruña,0—0,Tenerife,1996-1997
Round 12,10/11/1996,Extremadura,0—1,Sevilla,1996-1997
Round 12,10/11/1996,Hércules,1—1,Zaragoza,1996-1997
Round 12,10/11/1996,Rayo Vallecano,0—0,Racing de Santander,1996-1997
Round 12,10/11/1996,Real Madrid,0—0,Logroñés,1996-1997
Round 12,10/11/1996,Oviedo,3—1,Espanyol,1996-1997
Round 12,11/11/1996,Valladolid,1—0,Sporting de Gijón,1996-1997
Round 13,16/11/1996,Atlético de Madrid,2—1,Espanyol,1996-1997
Round 13,16/11/1996,Compostela,0—0,Deportivo de La Coruña,1996-1997
Round 13,16/11/1996,Tenerife,3—1,Hércules,1996-1997
Round 13,16/11/1996,Valencia,0—0,Extremadura,1996-1997
Round 13,17/11/1996,Sporting de Gijón,2—4,Athletic Club,1996-1997
Round 13,17/11/1996,Logroñés,0—3,Celta de Vigo,1996-1997
Round 13,17/11/1996,Racing de Santander,1—0,Oviedo,1996-1997
Round 13,17/11/1996,Real Sociedad,3—1,Rayo Vallecano,1996-1997
Round 13,17/11/1996,Sevilla,1—3,Real Madrid,1996-1997
Round 13,17/11/1996,Zaragoza,2—2,Betis,1996-1997
Round 13,18/11/1996,Barcelona,6—1,Valladolid,1996-1997
Round 14,23/11/1996,Athletic Club,2—1,Barcelona,1996-1997
Round 14,23/11/1996,Extremadura,1—2,Sporting de Gijón,1996-1997
Round 14,24/11/1996,Betis,3—1,Tenerife,1996-1997
Round 14,24/11/1996,Celta de Vigo,4—2,Sevilla,1996-1997
Round 14,24/11/1996,Deportivo de La Coruña,4—1,Logroñés,1996-1997
Round 14,24/11/1996,Espanyol,0—0,Racing de Santander,1996-1997
Round 14,24/11/1996,Hércules,1—0,Compostela,1996-1997
Round 14,24/11/1996,Rayo Vallecano,1—1,Zaragoza,1996-1997
Round 14,24/11/1996,Real Madrid,4—2,Valencia,1996-1997
Round 14,24/11/1996,Oviedo,0—0,Real Sociedad,1996-1997
Round 14,25/11/1996,Valladolid,0—3,Atlético de Madrid,1996-1997
Round 15,30/11/1996,Atlético de Madrid,1—0,Racing de Santander,1996-1997
Round 15,30/11/1996,Sporting de Gijón,0—1,Real Madrid,1996-1997
Round 15,30/11/1996,Tenerife,1—2,Rayo Vallecano,1996-1997
Round 15,30/11/1996,Valencia,2—0,Celta de Vigo,1996-1997
Round 15,1/12/1996,Compostela,0—2,Betis,1996-1997
Round 15,1/12/1996,Logroñés,3—2,Hércules,1996-1997
Round 15,1/12/1996,Real Sociedad,1—0,Espanyol,1996-1997
Round 15,1/12/1996,Sevilla,0—1,Deportivo de La Coruña,1996-1997
Round 15,1/12/1996,Valladolid,0—0,Athletic Club,1996-1997
Round 15,1/12/1996,Zaragoza,1—0,Oviedo,1996-1997
Round 15,2/12/1996,Barcelona,3—0,Extremadura,1996-1997
Round 16,7/12/1996,Real Madrid,2—0,Barcelona,1996-1997
Round 16,8/12/1996,Athletic Club,1—1,Atlético de Madrid,1996-1997
Round 16,8/12/1996,Betis,5—1,Logroñés,1996-1997
Round 16,8/12/1996,Celta de Vigo,2—1,Sporting de Gijón,1996-1997
Round 16,8/12/1996,Deportivo de La Coruña,1—0,Valencia,1996-1997
Round 16,8/12/1996,Espanyol,3—0,Zaragoza,1996-1997
Round 16,8/12/1996,Extremadura,1—1,Valladolid,1996-1997
Round 16,8/12/1996,Racing de Santander,1—2,Real Sociedad,1996-1997
Round 16,8/12/1996,Rayo Vallecano,0—1,Compostela,1996-1997
Round 16,8/12/1996,Oviedo,1—3,Tenerife,1996-1997
Round 16,9/12/1996,Hércules,3—0,Sevilla,1996-1997
Round 17,21/12/1996,Valladolid,1—1,Real Madrid,1996-1997
Round 17,22/12/1996,Athletic Club,0—0,Extremadura,1996-1997
Round 17,22/12/1996,Atlético de Madrid,2—2,Real Sociedad,1996-1997
Round 17,22/12/1996,Barcelona,1—0,Celta de Vigo,1996-1997
Round 17,22/12/1996,Compostela,0—2,Oviedo,1996-1997
Round 17,22/12/1996,Sporting de Gijón,1—1,Deportivo de La Coruña,1996-1997
Round 17,22/12/1996,Logroñés,0—2,Rayo Vallecano,1996-1997
Round 17,22/12/1996,Sevilla,0—3,Betis,1996-1997
Round 17,22/12/1996,Tenerife,5—1,Espanyol,1996-1997
Round 17,22/12/1996,Zaragoza,0—2,Racing de Santander,1996-1997
Round 17,23/12/1996,Valencia,3—0,Hércules,1996-1997
Round 18,4/1/1997,Celta de Vigo,0—2,Valladolid,1996-1997
Round 18,4/1/1997,Deportivo de La Coruña,0—1,Barcelona,1996-1997
Round 18,5/1/1997,Espanyol,0—2,Compostela,1996-1997
Round 18,5/1/1997,Extremadura,2—4,Atlético de Madrid,1996-1997
Round 18,5/1/1997,Hércules,1—1,Sporting de Gijón,1996-1997
Round 18,5/1/1997,Racing de Santander,1—2,Tenerife,1996-1997
Round 18,5/1/1997,Real Sociedad,1—0,Zaragoza,1996-1997
Round 18,5/1/1997,Real Madrid,1—0,Athletic Club,1996-1997
Round 18,5/1/1997,Oviedo,2—1,Logroñés,1996-1997
Round 18,6/1/1997,Betis,1—1,Valencia,1996-1997
Round 18,5/3/1997,Rayo Vallecano,2—0,Sevilla,1996-1997
Round 19,11/1/1997,Tenerife,0—1,Real Sociedad,1996-1997
Round 19,12/1/1997,Athletic Club,2—2,Celta de Vigo,1996-1997
Round 19,12/1/1997,Atlético de Madrid,5—1,Zaragoza,1996-1997
Round 19,12/1/1997,Compostela,1—1,Racing de Santander,1996-1997
Round 19,12/1/1997,Extremadura,0—0,Real Madrid,1996-1997
Round 19,12/1/1997,Logroñés,1—0,Espanyol,1996-1997
Round 19,12/1/1997,Sevilla,2—1,Oviedo,1996-1997
Round 19,12/1/1997,Valencia,1—0,Rayo Vallecano,1996-1997
Round 19,12/1/1997,Valladolid,1—1,Deportivo de La Coruña,1996-1997
Round 19,13/01/1997,Barcelona,2—3,Hércules,1996-1997
Round 19,6/3/1997,Sporting de Gijón,2—4,Betis,1996-1997
Round 20,18/01/1997,Atlético de Madrid,1—4,Real Madrid,1996-1997
Round 20,19/01/1997,Betis,2—4,Barcelona,1996-1997
Round 20,19/01/1997,Celta de Vigo,0—1,Extremadura,1996-1997
Round 20,19/01/1997,Deportivo de La Coruña,2—2,Athletic Club,1996-1997
Round 20,19/01/1997,Hércules,1—0,Valladolid,1996-1997
Round 20,19/01/1997,Racing de Santander,2—1,Logroñés,1996-1997
Round 20,19/01/1997,Real Sociedad,4—1,Compostela,1996-1997
Round 20,19/01/1997,Rayo Vallecano,0—1,Sporting de Gijón,1996-1997
Round 20,19/01/1997,Oviedo,3—0,Valencia,1996-1997
Round 20,19/01/1997,Zaragoza,1—1,Tenerife,1996-1997
Round 20,20/01/1997,Espanyol,1—0,Sevilla,1996-1997
Round 21,25/01/1997,Extremadura,1—0,Deportivo de La Coruña,1996-1997
Round 21,25/01/1997,Valencia,1—1,Espanyol,1996-1997
Round 21,26/01/1997,Athletic Club,5—0,Hércules,1996-1997
Round 21,26/01/1997,Barcelona,6—0,Rayo Vallecano,1996-1997
Round 21,26/01/1997,Compostela,2—1,Zaragoza,1996-1997
Round 21,26/01/1997,Sporting de Gijón,0—0,Oviedo,1996-1997
Round 21,26/01/1997,Logroñés,1—0,Real Sociedad,1996-1997
Round 21,26/01/1997,Real Madrid,4—0,Celta de Vigo,1996-1997
Round 21,26/01/1997,Sevilla,0—0,Racing de Santander,1996-1997
Round 21,27/01/1997,Valladolid,1—3,Betis,1996-1997
Round 21,15/05/1997,Tenerife,2—3,Atlético de Madrid,1996-1997
Round 22,1/2/1997,Celta de Vigo,1—1,Atlético de Madrid,1996-1997
Round 22,2/2/1997,Athletic Club,0—3,Betis,1996-1997
Round 22,2/2/1997,Barcelona,2—2,Oviedo,1996-1997
Round 22,2/2/1997,Compostela,1—1,Tenerife,1996-1997
Round 22,2/2/1997,Sporting de Gijón,4—3,Espanyol,1996-1997
Round 22,2/2/1997,Logroñés,1—2,Zaragoza,1996-1997
Round 22,2/2/1997,Real Madrid,3—2,Deportivo de La Coruña,1996-1997
Round 22,2/2/1997,Sevilla,2—3,Real Sociedad,1996-1997
Round 22,2/2/1997,Valencia,1—1,Racing de Santander,1996-1997
Round 22,2/2/1997,Valladolid,4—0,Rayo Vallecano,1996-1997
Round 22,3/2/1997,Extremadura,0—0,Hércules,1996-1997
Round 23,8/2/1997,Real Sociedad,0—1,Valencia,1996-1997
Round 23,9/2/1997,Atlético de Madrid,4—1,Compostela,1996-1997
Round 23,9/2/1997,Betis,3—1,Extremadura,1996-1997
Round 23,9/2/1997,Deportivo de La Coruña,2—2,Celta de Vigo,1996-1997
Round 23,9/2/1997,Espanyol,2—0,Barcelona,1996-1997
Round 23,9/2/1997,Hércules,2—3,Real Madrid,1996-1997
Round 23,9/2/1997,Racing de Santander,2—0,Sporting de Gijón,1996-1997
Round 23,9/2/1997,Rayo Vallecano,1—1,Athletic Club,1996-1997
Round 23,9/2/1997,Oviedo,1—1,Valladolid,1996-1997
Round 23,9/2/1997,Tenerife,2—0,Logroñés,1996-1997
Round 23,9/2/1997,Zaragoza,2—1,Sevilla,1996-1997
Round 24,15/02/1997,Real Madrid,2—2,Betis,1996-1997
Round 24,15/02/1997,Sevilla,2—1,Tenerife,1996-1997
Round 24,15/02/1997,Valencia,1—1,Zaragoza,1996-1997
Round 24,16/02/1997,Athletic Club,3—2,Oviedo,1996-1997
Round 24,16/02/1997,Barcelona,1—0,Racing de Santander,1996-1997
Round 24,16/02/1997,Celta de Vigo,3—0,Hércules,1996-1997
Round 24,16/02/1997,Deportivo de La Coruña,0—0,Atlético de Madrid,1996-1997
Round 24,16/02/1997,Extremadura,1—0,Rayo Vallecano,1996-1997
Round 24,16/02/1997,Sporting de Gijón,0—0,Real Sociedad,1996-1997
Round 24,16/02/1997,Logroñés,1—1,Compostela,1996-1997
Round 24,16/02/1997,Valladolid,2—1,Espanyol,1996-1997
Round 25,18/02/1997,Compostela,2—0,Sevilla,1996-1997
Round 25,19/02/1997,Atlético de Madrid,2—0,Logroñés,1996-1997
Round 25,19/02/1997,Betis,1—1,Celta de Vigo,1996-1997
Round 25,19/02/1997,Espanyol,0—2,Athletic Club,1996-1997
Round 25,19/02/1997,Hércules,1—3,Deportivo de La Coruña,1996-1997
Round 25,19/02/1997,Racing de Santander,2—0,Valladolid,1996-1997
Round 25,19/02/1997,Rayo Vallecano,1—0,Real Madrid,1996-1997
Round 25,19/02/1997,Oviedo,0—0,Extremadura,1996-1997
Round 25,19/02/1997,Tenerife,2—1,Valencia,1996-1997
Round 25,19/02/1997,Zaragoza,5—0,Sporting de Gijón,1996-1997
Round 25,20/02/1997,Real Sociedad,2—0,Barcelona,1996-1997
Round 26,22/02/1997,Hércules,0—2,Atlético de Madrid,1996-1997
Round 26,23/02/1997,Athletic Club,2—2,Racing de Santander,1996-1997
Round 26,23/02/1997,Barcelona,4—1,Zaragoza,1996-1997
Round 26,23/02/1997,Celta de Vigo,2—0,Rayo Vallecano,1996-1997
Round 26,23/02/1997,Deportivo de La Coruña,3—0,Betis,1996-1997
Round 26,23/02/1997,Extremadura,3—0,Espanyol,1996-1997
Round 26,23/02/1997,Sporting de Gijón,2—1,Tenerife,1996-1997
Round 26,23/02/1997,Real Madrid,6—1,Oviedo,1996-1997
Round 26,23/02/1997,Sevilla,1—4,Logroñés,1996-1997
Round 26,23/02/1997,Valladolid,3—0,Real Sociedad,1996-1997
Round 26,24/02/1997,Valencia,2—1,Compostela,1996-1997
Round 27,1/3/1997,Atlético de Madrid,3—2,Sevilla,1996-1997
Round 27,1/3/1997,Logroñés,2—1,Valencia,1996-1997
Round 27,1/3/1997,Rayo Vallecano,1—2,Deportivo de La Coruña,1996-1997
Round 27,1/3/1997,Tenerife,4—0,Barcelona,1996-1997
Round 27,2/3/1997,Betis,2—1,Hércules,1996-1997
Round 27,2/3/1997,Compostela,2—1,Sporting de Gijón,1996-1997
Round 27,2/3/1997,Racing de Santander,2—3,Extremadura,1996-1997
Round 27,2/3/1997,Real Sociedad,0—0,Athletic Club,1996-1997
Round 27,2/3/1997,Oviedo,2—1,Celta de Vigo,1996-1997
Round 27,2/3/1997,Zaragoza,1—0,Valladolid,1996-1997
Round 27,3/3/1997,Espanyol,0—2,Real Madrid,1996-1997
Round 28,8/3/1997,Valencia,4—2,Sevilla,1996-1997
Round 28,9/3/1997,Athletic Club,2—2,Zaragoza,1996-1997
Round 28,9/3/1997,Barcelona,3—0,Compostela,1996-1997
Round 28,9/3/1997,Betis,3—2,Atlético de Madrid,1996-1997
Round 28,9/3/1997,Celta de Vigo,2—2,Espanyol,1996-1997
Round 28,9/3/1997,Deportivo de La Coruña,3—0,Oviedo,1996-1997
Round 28,9/3/1997,Extremadura,1—0,Real Sociedad,1996-1997
Round 28,9/3/1997,Sporting de Gijón,2—0,Logroñés,1996-1997
Round 28,9/3/1997,Hércules,1—0,Rayo Vallecano,1996-1997
Round 28,9/3/1997,Valladolid,0—2,Tenerife,1996-1997
Round 28,10/3/1997,Real Madrid,2—1,Racing de Santander,1996-1997
Round 29,14/03/1997,Tenerife,3—3,Athletic Club,1996-1997
Round 29,15/03/1997,Atlético de Madrid,1—4,Valencia,1996-1997
Round 29,15/03/1997,Espanyol,0—1,Deportivo de La Coruña,1996-1997
Round 29,16/03/1997,Compostela,1—1,Valladolid,1996-1997
Round 29,16/03/1997,Logroñés,0—1,Barcelona,1996-1997
Round 29,16/03/1997,Racing de Santander,1—0,Celta de Vigo,1996-1997
Round 29,16/03/1997,Rayo Vallecano,0—4,Betis,1996-1997
Round 29,16/03/1997,Oviedo,2—0,Hércules,1996-1997
Round 29,16/03/1997,Sevilla,2—1,Sporting de Gijón,1996-1997
Round 29,16/03/1997,Zaragoza,3—1,Extremadura,1996-1997
Round 29,17/03/1997,Real Sociedad,1—2,Real Madrid,1996-1997
Round 30,22/03/1997,Betis,4—0,Oviedo,1996-1997
Round 30,22/03/1997,Celta de Vigo,1—1,Real Sociedad,1996-1997
Round 30,23/03/1997,Athletic Club,2—2,Compostela,1996-1997
Round 30,23/03/1997,Barcelona,4—0,Sevilla,1996-1997
Round 30,23/03/1997,Deportivo de La Coruña,2—1,Racing de Santander,1996-1997
Round 30,23/03/1997,Extremadura,2—0,Tenerife,1996-1997
Round 30,23/03/1997,Hércules,1—2,Espanyol,1996-1997
Round 30,23/03/1997,Rayo Vallecano,1—2,Atlético de Madrid,1996-1997
Round 30,23/03/1997,Real Madrid,2—0,Zaragoza,1996-1997
Round 30,23/03/1997,Valladolid,2—1,Logroñés,1996-1997
Round 30,24/03/1997,Sporting de Gijón,2—1,Valencia,1996-1997
Round 31,29/03/1997,Real Sociedad,1—1,Deportivo de La Coruña,1996-1997
Round 31,30/03/1997,Compostela,4—0,Extremadura,1996-1997
Round 31,30/03/1997,Espanyol,0—0,Betis,1996-1997
Round 31,30/03/1997,Logroñés,1—4,Athletic Club,1996-1997
Round 31,30/03/1997,Racing de Santander,1—2,Hércules,1996-1997
Round 31,30/03/1997,Oviedo,0—2,Rayo Vallecano,1996-1997
Round 31,30/03/1997,Sevilla,2—2,Valladolid,1996-1997
Round 31,30/03/1997,Tenerife,1—1,Real Madrid,1996-1997
Round 31,30/03/1997,Valencia,1—1,Barcelona,1996-1997
Round 31,30/03/1997,Zaragoza,1—1,Celta de Vigo,1996-1997
Round 31,31/03/1997,Atlético de Madrid,2—1,Sporting de Gijón,1996-1997
Round 32,5/4/1997,Celta de Vigo,3—1,Tenerife,1996-1997
Round 32,5/4/1997,Oviedo,4—1,Atlético de Madrid,1996-1997
Round 32,6/4/1997,Athletic Club,0—0,Sevilla,1996-1997
Round 32,6/4/1997,Barcelona,4—0,Sporting de Gijón,1996-1997
Round 32,6/4/1997,Betis,2—2,Racing de Santander,1996-1997
Round 32,6/4/1997,Deportivo de La Coruña,1—0,Zaragoza,1996-1997
Round 32,6/4/1997,Extremadura,3—0,Logroñés,1996-1997
Round 32,6/4/1997,Hércules,2—1,Real Sociedad,1996-1997
Round 32,6/4/1997,Rayo Vallecano,0—1,Espanyol,1996-1997
Round 32,6/4/1997,Valladolid,4—1,Valencia,1996-1997
Round 32,7/4/1997,Real Madrid,0—0,Compostela,1996-1997
Round 33,12/4/1997,Sevilla,0—0,Extremadura,1996-1997
Round 33,12/4/1997,Tenerife,2—1,Deportivo de La Coruña,1996-1997
Round 33,12/4/1997,Valencia,5—2,Athletic Club,1996-1997
Round 33,13/04/1997,Atlético de Madrid,2—5,Barcelona,1996-1997
Round 33,13/04/1997,Compostela,2—1,Celta de Vigo,1996-1997
Round 33,13/04/1997,Sporting de Gijón,1—2,Valladolid,1996-1997
Round 33,13/04/1997,Logroñés,0—2,Real Madrid,1996-1997
Round 33,13/04/1997,Racing de Santander,1—2,Rayo Vallecano,1996-1997
Round 33,13/04/1997,Real Sociedad,0—1,Betis,1996-1997
Round 33,13/04/1997,Zaragoza,2—0,Hércules,1996-1997
Round 33,14/04/1997,Espanyol,2—0,Oviedo,1996-1997
Round 34,15/04/1997,Extremadura,1—0,Valencia,1996-1997
Round 34,16/04/1997,Athletic Club,4—0,Sporting de Gijón,1996-1997
Round 34,16/04/1997,Betis,2—2,Zaragoza,1996-1997
Round 34,16/04/1997,Celta de Vigo,4—0,Logroñés,1996-1997
Round 34,16/04/1997,Deportivo de La Coruña,1—0,Compostela,1996-1997
Round 34,16/04/1997,Hércules,3—1,Tenerife,1996-1997
Round 34,16/04/1997,Rayo Vallecano,1—0,Real Sociedad,1996-1997
Round 34,16/04/1997,Real Madrid,4—2,Sevilla,1996-1997
Round 34,16/04/1997,Valladolid,3—1,Barcelona,1996-1997
Round 34,17/04/1997,Espanyol,0—0,Atlético de Madrid,1996-1997
Round 34,17/04/1997,Oviedo,1—5,Racing de Santander,1996-1997
Round 35,19/04/1997,Tenerife,0—1,Betis,1996-1997
Round 35,20/04/1997,Atlético de Madrid,3—1,Valladolid,1996-1997
Round 35,20/04/1997,Barcelona,2—0,Athletic Club,1996-1997
Round 35,20/04/1997,Compostela,2—2,Hércules,1996-1997
Round 35,20/04/1997,Sporting de Gijón,1—1,Extremadura,1996-1997
Round 35,20/04/1997,Logroñés,1—2,Deportivo de La Coruña,1996-1997
Round 35,20/04/1997,Racing de Santander,1—1,Espanyol,1996-1997
Round 35,20/04/1997,Real Sociedad,1—0,Oviedo,1996-1997
Round 35,20/04/1997,Sevilla,2—0,Celta de Vigo,1996-1997
Round 35,20/04/1997,Zaragoza,3—2,Rayo Vallecano,1996-1997
Round 35,21/04/1997,Valencia,1—1,Real Madrid,1996-1997
Round 36,3/5/1997,Deportivo de La Coruña,3—0,Sevilla,1996-1997
Round 36,4/5/1997,Athletic Club,0—0,Valladolid,1996-1997
